	OddRatio	p-value	depth	name	score
11984	2.0614173228346457	0.0065432177516372494	1	hypertrophic cardiomyopathy	5.029326223557025
10933	5.009991405242802	0.0011215776568334627	1	obsessive-compulsive disorder	6.793018962679925
3459	1.524148612061023	0.043581315287730564	1	breast carcinoma	3.133126768926824
11724	3.3341123724124775	7.879438443641898e-05	1	limb-girdle muscular dystrophy	9.448668827137025
12858	0.7011377478556663	8.216168980291637e-05	1	Huntington's disease	9.406821425333998
1697	0.16581677134672526	0.039284086065099796	2	ichthyosis	3.2369357768454137
1682	2.1923345790874627	0.01541768768075326	1	congenital heart disease	4.172239877944034
12930	2.6443334090392914	0.00012731651090675412	1	dilated cardiomyopathy	8.968834360051282
10310	8.13587999302285	0.02033327582927439	1	viral meningitis	3.8954965315494072
4479	5.2344533413155725	0.00043634562615826503	1	pseudohypoaldosteronism	7.737075908105742
0060179	8.138370266969115	0.002463272588458556	1	Renpenning syndrome	6.006264492618592
2340	2.082392606885346	0.044751409651189296	2	craniosynostosis	3.10663233417217
0070297	2.786098568104693	0.002768263107389081	2	primary microcephaly	5.889535192496487
9538	2.6037541669463273	3.15657987138752e-05	1	multiple myeloma	10.363436342682936
1837	3.0538522012578615	0.0021525557765471244	1	diabetic ketoacidosis	6.141099409548807
3275	3.3904786831850173	0.031512128027415424	2	thymoma	3.45738279050713
3298	1.7510432838042764	0.022988091530028117	1	vaccinia	3.7727789567007495
5241	6.101779173207745	0.03271533465449032	1	hemangioblastoma	3.4199113613228627
9993	0.37780554699037633	0.042951195131097325	1	hypoglycemia	3.147690804836629
12155	2.9059999501458234	0.04930084722583977	1	lymphocytic choriomeningitis	3.0098140129728432
0050460	0.6223723989046319	6.38015750121709e-07	1	Wolf-Hirschhorn syndrome	14.26490286719519
3393	0.14506787893884668	0.018394835724082688	1	coronary artery disease	3.9956853209310177
11720	2.9598781107160996	0.01317901685517342	1	distal myopathy	4.329129346379445
2237	1.7230351902210495	0.03044843824107106	1	hepatitis	3.4917205754331624
0050700	1.848315211037063	0.0027993439102438787	1	cardiomyopathy	5.87837020702772
10017	4.341806331471136	0.0022120681091205934	2	multiple endocrine neoplasia type 1	6.113827405054395
3490	2.7125072716695753	0.04084330291446429	2	Noonan syndrome	3.1980124144586712
13994	5.424517329611538	0.017512029498926357	2	cleidocranial dysplasia	4.044867234265143
0060480	4.068213538032101	0.034547558398656183	1	left ventricular noncompaction	3.365418399900736
2975	2.8178264899061127	0.01123461736407224	2	cystic kidney disease	4.488755431417272
4074	2.4114938961307675	0.049695004762469894	1	pancreatic adenocarcinoma	3.001850858728188
9884	0.6984988537474534	6.713254161904678e-05	1	muscular dystrophy	9.608841659579625
4953	8.137124912770412	0.006986342357810954	1	poliomyelitis	4.963798127527014
7400	3.1008911944666133	0.010667102710665477	2	Nijmegen breakage syndrome	4.54059078656116
848	0.39043729782693315	0.030600368362385274	1	arthritis	3.486743232109811
2736	6.509560362875087	0.011492526733567042	2	Hajdu-Cheney syndrome	4.466058304111522
0050855	3.7561820378574304	0.013217547613148714	2	renal fibrosis	4.326209967580188
0060318	2.2801258301293252	0.013734561631921733	1	acute promyelocytic leukemia	4.287839876076612
0110126	4.068748909439888	0.018393762802779063	1	Bardet-Biedl syndrome 4	3.995743649943097
0050569	3.4878085265519823	0.017166774931517605	2	Seckel syndrome	4.064779453310098
11723	4.701302892178613	1.493458541327001e-05	1	Duchenne muscular dystrophy	11.111830866087592
8632	2.3523521074805367	0.010079656847855186	1	Kaposi's sarcoma	4.597236059789895
8893	0.32159217317405153	0.017473209403925827	2	psoriasis	4.047086462268168
0050576	4.881318681318682	0.04815273003129528	2	Senior-Loken syndrome	3.0333774438760317
0080322	0.6569471019348719	1.8965983410581218e-07	2	polycystic kidney disease	15.478033716183756
2962	3.0337731890211304	2.8432728294598423e-06	2	Cockayne syndrome	12.770554764560416
12712	2.8416116876623456	0.001156100253307505	2	nephronophthisis	6.762702788177837
