	OddRatio	p-value	depth	go_descr	score
0006805	0.07402738813817074	6.950683831672255e-05	3	xenobiotic metabolic process	9.574085417187439
0098797	0.8423330019100448	2.972996815212452e-06	3	plasma membrane protein complex	12.725940085185869
0031226	0.18210554676710253	3.014001456929295e-30	3	intrinsic component of plasma membrane	67.9742842062299
0032991	1.5334061369902252	2.4944849930614093e-22	1	protein-containing complex	49.742789753578805
0007275	0.23753712556871984	1.0195643046673853e-11	2	multicellular organism development	25.309060639180725
0005543	0.5500035249104352	0.008120781104087295	3	phospholipid binding	4.813328934350359
0031090	0.4492320573536723	9.301965075775684e-20	3	organelle membrane	43.821476183571576
0030532	5.2959269132552915	1.8355155224147955e-11	3	small nuclear ribonucleoprotein complex	24.721110642238177
0016859	6.738847170255632	0.00015650310542059578	3	cis-trans isomerase activity	8.762434705237832
0030117	4.212105848488814	0.0062608069083630175	3	membrane coat	5.073446203077381
0006629	0.1578721102519821	3.6816033520939315e-05	3	lipid metabolic process	10.209577114172458
0007163	2.728336592862939	0.0012578426506652718	2	establishment or maintenance of cell polarity	6.678357207489337
0008201	0.4727254694525258	0.007856634334320387	3	heparin binding	4.846396965985975
0051301	1.7060827299399333	2.493300364085044e-05	2	cell division	10.59931818469992
0005615	0.36935781139396484	6.354209883124632e-23	2	extracellular space	51.11033957190803
0005815	1.3857485321196539	9.219674273764823e-20	2	microtubule organizing center	43.830362151161545
0003755	3.1930472088813207	0.00015650310542059578	3	peptidyl-prolyl cis-trans isomerase activity	8.762434705237832
0005911	1.6761627717656764	0.0028221075194820606	3	cell-cell junction	5.870271325823009
0048609	1.6846921688165573	0.009945957839594068	2	multicellular organismal reproductive process	4.610589057629394
0007155	0.6108123710458515	3.929041509042069e-06	2	cell adhesion	12.4471150526583
0003676	0.3265837480848472	4.362768353859616e-07	3	nucleic acid binding	14.64498885154296
0040008	1.215236818722222	0.005666803554780715	3	regulation of growth	5.173130067159791
